filename,distance_km,elevation_gain,elevation_loss,max_elevation,min_elevation,max_slope,mean_slope,pct_over_30,pct_over_40,pct_over_45,mean_aspect,rugosity_mean,exposed_pct,difficulty
Rituerta-Albarea-Puente del Puerto,24.82,2560.0,2560.0,1569.0,416.0,79.4,8.33,0.13,0.09,0.07,6.58,11.33,0.0,difícil
Rituerta-Chilla,21.35,1822.0,1820.0,1459.0,416.0,75.4,7.32,0.1,0.06,0.05,299.83,9.81,0.0,difícil
Roc de QuerquÃ©ou,10.37,1252.0,1226.0,1807.0,994.0,84.7,10.9,0.15,0.1,0.08,315.05,14.01,0.0,alpinismo ligero
Rocher des Mottets - Montenvers,5.38,1351.0,535.0,1943.0,1088.0,86.64,6.45,0.09,0.09,0.08,118.4,8.99,0.0,alta montaña
RomÃ nic i natura a la Vall del Rigart,12.25,1500.0,1781.0,1537.0,1126.0,76.48,10.13,0.15,0.12,0.1,93.26,13.89,0.0,alta montaña
Rongai,37.58,1241.0,5257.0,5874.0,2005.0,82.83,5.91,0.09,0.07,0.06,20.71,8.02,0.0,alta montaña
Roques de GarcÃ­a,4.95,323.0,323.0,2196.0,2022.0,86.36,4.21,0.06,0.05,0.05,139.34,5.84,0.0,difícil
route du Port de Salau,10.53,1320.0,1926.0,2106.0,958.0,85.75,8.63,0.13,0.1,0.1,78.47,11.96,0.0,alpinismo ligero
Route 11997854,15.27,1593.0,1530.0,1984.0,1425.0,80.98,8.32,0.12,0.09,0.07,219.67,11.54,0.0,alta montaña
Route 11997855,18.99,2214.0,1942.0,2130.0,1644.0,85.37,9.15,0.13,0.09,0.07,175.57,12.63,0.0,alta montaña
Route 11997856,16.53,1450.0,2022.0,2217.0,1561.0,79.36,9.41,0.14,0.1,0.08,208.92,13.16,0.0,alta montaña
Route 11997857,8.71,993.0,766.0,1797.0,1421.0,81.45,8.18,0.12,0.09,0.07,94.59,11.07,0.0,difícil
Route 11997858,10.76,997.0,1358.0,1806.0,1275.0,79.91,8.06,0.12,0.09,0.07,90.11,11.05,0.0,difícil
Route 11997859,19.25,1945.0,2043.0,2263.0,1436.0,81.09,8.62,0.12,0.08,0.07,241.26,11.88,0.0,alta montaña
Route 11998038,8.29,699.0,910.0,894.0,441.0,83.67,8.5,0.12,0.09,0.08,116.54,11.78,0.0,alta montaña
Route 11998039,18.36,2170.0,1692.0,1078.0,352.0,82.81,7.61,0.11,0.08,0.07,66.32,10.55,0.0,alta montaña
Route 11998040,3.49,587.0,425.0,1150.0,935.0,80.99,7.74,0.13,0.1,0.09,60.24,11.12,0.0,alta montaña
Route 12906531,3.33,203.0,958.0,2176.0,1420.0,88.49,8.81,0.13,0.12,0.1,140.52,11.91,0.0,alta montaña
Route 12906537,2.55,193.0,948.0,2176.0,1420.0,88.49,8.87,0.14,0.13,0.13,131.03,11.92,0.0,alta montaña
Route 12906886,2.33,550.0,199.0,2595.0,2175.0,76.63,9.98,0.16,0.12,0.12,293.88,13.65,0.0,alta montaña
Route 12906893,2.71,524.0,405.0,2367.0,2175.0,80.82,6.87,0.11,0.08,0.08,249.67,9.58,0.0,alta montaña
Route 12923733,6.18,1001.0,832.0,2271.0,1631.0,84.84,8.08,0.13,0.11,0.09,201.21,11.37,0.0,alpinismo ligero
Route 12931219,6.65,1329.0,439.0,2947.0,2037.0,83.76,7.85,0.12,0.1,0.09,6.73,11.1,0.0,alpinismo ligero
Route 12933407,7.51,1415.0,242.0,3260.0,2038.0,84.4,7.07,0.1,0.09,0.08,54.74,9.24,0.0,alpinismo ligero
Route 12933439,8.83,1503.0,196.0,3299.0,1992.0,86.81,4.72,0.06,0.05,0.04,73.31,6.39,0.0,alta montaña
Route 13236300,7.09,838.0,838.0,1184.0,600.0,78.51,8.75,0.13,0.1,0.09,165.18,11.42,0.0,difícil
Route 13263596,11.79,885.0,1009.0,891.0,678.0,82.69,8.97,0.13,0.08,0.06,331.25,12.36,0.0,difícil
Route 13263597,2.31,160.0,224.0,836.0,764.0,45.41,9.31,0.05,0.03,0.03,230.22,11.48,0.0,moderado
Route 13263598,1.97,195.0,195.0,792.0,699.0,74.34,11.48,0.17,0.17,0.16,338.46,16.0,0.0,alpinismo ligero
Route 13414009,2.88,252.0,769.0,1292.0,772.0,86.64,6.86,0.1,0.09,0.09,356.18,9.68,0.0,alta montaña
Route 13414010,4.04,184.0,364.0,1020.0,810.0,76.86,6.33,0.11,0.08,0.07,112.92,8.25,0.0,difícil
Route 14044710,5.19,265.0,1659.0,3372.0,1978.0,81.0,10.67,0.18,0.15,0.14,90.61,14.77,0.0,alpinismo ligero
Route 14331382,21.66,2586.0,2284.0,2032.0,1203.0,81.09,9.53,0.14,0.09,0.07,97.24,12.93,0.0,alta montaña
Route 14405841,6.34,1114.0,1019.0,1951.0,1738.0,83.37,9.55,0.15,0.12,0.11,209.89,13.44,0.0,alta montaña
Route 14509358,0.46,118.0,94.0,2424.0,2348.0,82.8,13.87,0.21,0.21,0.19,193.19,19.8,0.0,alpinismo ligero
Route 14583225,6.91,1627.0,448.0,2554.0,1310.0,87.05,7.87,0.12,0.1,0.09,38.16,10.88,0.0,alpinismo ligero
Route 14597670,3.93,226.0,201.0,1578.0,1420.0,83.05,4.85,0.02,0.02,0.02,86.17,6.17,0.0,difícil
Route 14597716,4.66,943.0,317.0,2257.0,1631.0,83.81,8.34,0.13,0.1,0.07,89.32,11.69,0.0,alta montaña
Route 14597746,1.76,381.0,99.0,1592.0,1310.0,83.36,7.89,0.12,0.08,0.08,342.02,11.2,0.0,alta montaña
Route 14597781,1.39,369.0,16.0,1592.0,1239.0,80.68,6.87,0.1,0.07,0.06,356.48,10.3,0.0,difícil
Route 14597830,2.83,605.0,116.0,1799.0,1310.0,83.38,7.22,0.1,0.08,0.08,40.15,9.68,0.0,alta montaña
Route 14650481,9.09,1745.0,607.0,3073.0,1834.0,80.96,8.74,0.13,0.1,0.08,266.92,11.9,0.0,alpinismo ligero
Route 14651496,6.31,762.0,409.0,2817.0,2286.0,81.0,7.58,0.12,0.08,0.07,261.79,10.1,0.0,alta montaña
Route 14651579,7.25,1491.0,172.0,2902.0,1583.0,85.0,7.37,0.12,0.08,0.07,55.53,10.0,0.0,alta montaña
Route 14653021,5.07,858.0,163.0,2599.0,1859.0,80.73,6.56,0.1,0.08,0.07,53.42,9.11,0.0,alta montaña
Route 14653193,3.33,660.0,101.0,2571.0,1992.0,84.74,7.68,0.11,0.09,0.08,136.51,10.56,0.0,alpinismo ligero
Route 14653670,4.35,791.0,295.0,2533.0,2037.0,85.94,7.48,0.12,0.09,0.08,291.48,10.02,0.0,alpinismo ligero
Route 14653933,6.16,1075.0,103.0,2964.0,1992.0,85.22,6.44,0.1,0.08,0.06,114.13,8.77,0.0,alta montaña
Route 14654304,2.04,556.0,160.0,2085.0,1669.0,83.21,8.13,0.11,0.11,0.1,356.53,11.54,0.0,alta montaña
Route 14654438,4.56,749.0,321.0,2964.0,2531.0,85.85,7.21,0.11,0.09,0.08,146.09,9.8,0.0,alta montaña
Route 14654489,9.38,1549.0,318.0,2984.0,1733.0,88.46,5.36,0.08,0.06,0.06,327.07,7.36,0.0,alta montaña
Route 14654510,9.67,1650.0,503.0,2920.0,1733.0,88.46,6.39,0.09,0.08,0.07,338.64,8.87,0.0,alta montaña
Route 14731921,6.78,1537.0,340.0,2507.0,1310.0,83.92,6.91,0.1,0.07,0.06,9.16,9.32,0.0,alta montaña
Route 14734056,19.77,2648.0,1760.0,2507.0,1618.0,82.84,11.42,0.18,0.12,0.1,303.56,15.48,0.0,alpinismo técnico
Route 14765234,8.65,1466.0,297.0,2902.0,1733.0,88.46,5.94,0.09,0.07,0.07,320.97,8.07,0.0,alta montaña
Route 15595471,8.54,406.0,911.0,1582.0,1077.0,69.64,6.73,0.1,0.09,0.07,349.7,9.36,0.0,moderado
Route 15690554,20.42,1736.0,1510.0,2087.0,1572.0,85.39,6.22,0.09,0.07,0.05,295.6,8.42,0.0,alta montaña
Route 15989505,6.46,531.0,520.0,917.0,635.0,74.89,7.32,0.1,0.07,0.06,342.24,9.73,0.0,difícil
Route 15989506,2.62,376.0,477.0,2143.0,1794.0,82.49,7.54,0.12,0.11,0.08,320.17,10.3,0.0,alta montaña
Route 15989507,14.61,1053.0,1117.0,1909.0,1060.0,78.27,7.23,0.11,0.07,0.07,221.12,9.63,0.0,difícil
Route 15989508,8.11,458.0,565.0,924.0,526.0,63.51,5.76,0.03,0.02,0.02,14.58,7.6,0.0,moderado
Route 16033955,3.66,94.0,326.0,1156.0,913.0,57.33,5.53,0.06,0.02,0.01,294.17,7.1,0.0,moderado
Route 16097261,9.72,1201.0,832.0,2569.0,1764.0,86.54,6.16,0.09,0.08,0.08,118.74,8.74,0.0,alpinismo ligero
Route 16097262,2.43,136.0,556.0,2559.0,2139.0,83.42,9.13,0.15,0.12,0.11,255.89,12.32,0.0,alpinismo ligero
Route 16408396,1.39,242.0,59.0,666.0,471.0,78.24,9.84,0.14,0.12,0.05,224.12,15.18,0.0,difícil
Route 16408397,2.95,405.0,398.0,674.0,430.0,81.33,8.19,0.13,0.1,0.08,234.64,10.88,0.0,alta montaña
Route 16408400,3.71,108.0,227.0,838.0,684.0,72.98,4.72,0.05,0.04,0.03,194.93,6.55,0.0,moderado
Route 16408401,0.21,5.0,0.0,655.0,650.0,9.78,1.01,0.0,0.0,0.0,314.09,0.78,0.0,sendero fácil
Route 17194114,0.03,0.0,0.0,2308.0,2308.0,0.0,0.0,0.0,0.0,0.0,24.38,0.0,0.0,sendero fácil
Route 17194115,0.69,76.0,86.0,2308.0,2252.0,84.5,4.49,0.06,0.06,0.06,81.44,6.36,0.0,difícil
Route 17194116,0.67,17.0,141.0,2308.0,2184.0,81.08,3.85,0.05,0.05,0.05,339.37,5.45,0.0,difícil
Route 17194117,1.15,169.0,169.0,2213.0,2123.0,79.52,9.9,0.14,0.14,0.12,268.57,13.41,0.0,alta montaña
Route 17194118,3.0,799.0,205.0,2184.0,1590.0,88.98,5.94,0.09,0.07,0.07,194.92,7.98,0.0,difícil
Route 17194119,0.05,0.0,0.0,2184.0,2184.0,0.0,0.0,0.0,0.0,0.0,24.56,0.0,0.0,sendero fácil
Route 17194120,4.72,557.0,1343.0,2184.0,1398.0,88.06,8.39,0.12,0.11,0.1,279.32,11.83,0.0,alta montaña
Route 17194121,0.8,117.0,295.0,1417.0,1220.0,78.86,18.12,0.28,0.28,0.22,256.8,22.76,0.0,alpinismo ligero
Route 17194122,0.1,22.0,21.0,1242.0,1220.0,69.83,12.55,0.18,0.18,0.18,230.52,24.79,0.0,alta montaña
Route 17194123,1.39,168.0,42.0,1202.0,1076.0,56.79,5.7,0.11,0.05,0.04,143.73,7.21,0.0,moderado
Route 17194125,0.08,14.0,14.0,1216.0,1202.0,68.17,12.53,0.14,0.14,0.14,46.01,27.98,0.0,difícil
Route 17194663,0.22,17.0,0.0,1212.0,1195.0,33.41,3.52,0.08,0.0,0.0,173.05,5.36,0.0,sendero fácil
Route 17194664,0.41,57.0,57.0,1149.0,1107.0,79.53,13.18,0.19,0.19,0.12,35.84,13.67,0.0,alta montaña
Route 1727116,22.51,2372.0,2629.0,1676.0,933.0,83.94,7.45,0.12,0.09,0.08,114.7,10.38,0.0,alpinismo ligero
Route 17922986,0.61,35.0,16.0,2445.0,2422.0,27.53,3.6,0.0,0.0,0.0,153.49,5.13,0.0,sendero fácil
Route 18248499,2.14,511.0,50.0,1021.0,560.0,86.07,4.04,0.06,0.05,0.04,266.31,5.55,0.0,difícil
Route 18248500,1.41,122.0,319.0,851.0,654.0,75.52,10.07,0.14,0.14,0.11,99.66,13.02,0.0,alta montaña
Route 18248501,0.28,5.0,14.0,823.0,809.0,5.51,2.48,0.0,0.0,0.0,199.48,3.04,0.0,sendero fácil
Route 18813517,618.75,72690.0,72930.0,2763.0,13.0,89.11,6.49,0.1,0.08,0.07,167.97,9.0,0.0,alta montaña
Route 18893642,4.27,445.0,220.0,968.0,733.0,77.85,6.23,0.08,0.05,0.03,25.12,8.89,0.0,difícil
Route 19447755,0.17,8.0,23.0,1195.0,1172.0,60.32,5.31,0.1,0.1,0.1,206.45,6.51,0.0,difícil
Route 19449981,0.49,268.0,62.0,1557.0,1351.0,81.72,11.1,0.16,0.16,0.16,146.97,14.26,0.0,alpinismo ligero
Route 19449982,0.76,135.0,61.0,1351.0,1260.0,87.27,5.31,0.07,0.07,0.07,203.78,7.55,0.0,difícil
Route 19449983,0.15,32.0,14.0,1277.0,1245.0,41.47,11.8,0.29,0.14,0.0,250.11,7.3,0.0,moderado
Route 19449984,0.38,65.0,22.0,1259.0,1216.0,71.32,5.92,0.1,0.06,0.06,189.01,8.11,0.0,difícil
Route 19449985,0.29,29.0,29.0,1226.0,1202.0,42.69,6.61,0.08,0.08,0.0,52.32,6.58,0.0,sendero fácil
Route 19462722,7.14,628.0,631.0,2100.0,1881.0,88.64,4.03,0.06,0.05,0.05,53.0,5.72,0.0,difícil
Route 19462723,3.46,716.0,100.0,2523.0,1900.0,86.84,3.73,0.05,0.05,0.04,44.58,5.26,0.0,difícil
Route 19462871,0.18,0.0,45.0,2010.0,1965.0,71.02,5.49,0.1,0.1,0.1,205.29,6.63,0.0,difícil
Route 19462872,0.66,29.0,58.0,1968.0,1927.0,64.92,4.53,0.08,0.06,0.05,115.73,6.38,0.0,moderado
Route 19467076,1.64,378.0,155.0,2291.0,2008.0,86.95,5.67,0.08,0.08,0.07,83.3,7.44,0.0,difícil
Route 19535350,1.42,117.0,114.0,1054.0,1008.0,66.79,9.83,0.17,0.15,0.15,227.51,15.28,0.0,alta montaña
Route 19539086,8.29,948.0,892.0,1111.0,1000.0,85.05,7.25,0.11,0.08,0.08,58.3,10.18,0.0,alta montaña
Route 19541987,5.86,852.0,225.0,1896.0,1261.0,84.2,5.94,0.08,0.07,0.06,39.29,8.31,0.0,difícil
Route 19541988,15.41,1055.0,829.0,1276.0,1043.0,83.76,5.85,0.08,0.07,0.05,43.84,8.22,0.0,difícil
Route 19575100,0.17,0.0,35.0,2045.0,2010.0,77.2,2.64,0.03,0.03,0.03,113.76,3.74,0.0,difícil
Route 19578966,2.27,141.0,265.0,1260.0,1007.0,64.5,5.81,0.08,0.05,0.03,303.8,7.93,0.0,moderado
Route 19578976,1.76,402.0,227.0,1425.0,1250.0,80.56,10.94,0.16,0.12,0.11,261.2,15.1,0.0,alpinismo ligero
Route 19578977,1.52,202.0,494.0,1762.0,1425.0,78.92,14.24,0.22,0.19,0.15,300.72,19.68,0.0,alpinismo ligero
Route 19578978,3.59,1301.0,1301.0,1757.0,1250.0,87.66,9.41,0.13,0.11,0.11,222.42,13.29,0.0,alta montaña
Route 19578979,1.06,287.0,84.0,1977.0,1717.0,87.53,4.45,0.07,0.05,0.05,240.48,6.67,0.0,difícil
Route 19579077,2.06,98.0,181.0,2151.0,2035.0,73.31,4.49,0.07,0.04,0.03,17.63,6.28,0.0,difícil
Route 19579078,1.44,71.0,71.0,2118.0,2061.0,70.18,5.55,0.08,0.08,0.06,156.61,9.08,0.0,difícil
Route 19579079,1.39,182.0,20.0,2234.0,2062.0,70.06,5.11,0.08,0.06,0.06,197.27,7.1,0.0,difícil
Route 19588440,1.43,25.0,236.0,2403.0,2168.0,79.23,5.98,0.07,0.04,0.04,302.2,6.42,0.0,difícil
Route 19588441,0.54,1.0,90.0,2392.0,2303.0,56.08,4.79,0.09,0.09,0.05,48.43,6.22,0.0,moderado
Route 19677050,0.94,82.0,129.0,2474.0,2392.0,79.65,9.64,0.14,0.14,0.14,187.24,13.06,0.0,alta montaña
Route 19677051,4.14,515.0,479.0,2474.0,2194.0,80.6,8.51,0.14,0.13,0.12,206.49,12.23,0.0,alta montaña
Route 19677052,1.02,140.0,91.0,2200.0,2121.0,75.59,7.77,0.1,0.08,0.06,269.21,10.7,0.0,difícil
Route 19677053,1.68,273.0,133.0,2266.0,2116.0,81.24,7.74,0.12,0.1,0.09,260.3,10.51,0.01,alta montaña
Route 19677054,2.89,393.0,342.0,2261.0,1947.0,85.85,3.28,0.05,0.04,0.03,174.94,4.6,0.0,difícil
Route 19677055,1.36,192.0,192.0,1947.0,1798.0,72.67,8.2,0.11,0.1,0.08,243.74,10.91,0.0,difícil
Route 19677056,2.71,350.0,350.0,1820.0,1499.0,66.94,9.97,0.1,0.04,0.02,252.03,12.19,0.0,moderado
Route 19677058,1.47,158.0,176.0,1530.0,1444.0,68.06,11.56,0.19,0.16,0.12,110.57,15.84,0.0,difícil
Route 19677059,1.03,68.0,67.0,1573.0,1530.0,51.35,6.29,0.06,0.03,0.03,92.37,8.97,0.0,moderado
Route 19677060,0.19,7.0,103.0,1627.0,1531.0,63.01,14.56,0.22,0.22,0.22,224.64,21.58,0.0,alta montaña
Route 19677061,0.17,9.0,0.0,1540.0,1531.0,10.54,2.2,0.0,0.0,0.0,263.84,1.98,0.0,sendero fácil
Route 19677062,0.98,120.0,69.0,1540.0,1472.0,65.33,5.91,0.06,0.03,0.03,243.41,8.58,0.0,moderado
Route 19677063,0.23,0.0,0.0,1424.0,1424.0,0.0,0.0,0.0,0.0,0.0,79.82,0.0,0.0,sendero fácil
Route 19677064,0.29,34.0,78.0,1424.0,1346.0,82.83,5.25,0.07,0.07,0.07,243.59,7.57,0.0,difícil
Route 19677065,0.42,113.0,205.0,1367.0,1268.0,88.42,7.87,0.1,0.1,0.1,268.51,10.97,0.0,alta montaña
Route 19677066,1.1,181.0,136.0,1126.0,1025.0,82.69,7.72,0.12,0.11,0.1,179.05,11.3,0.0,alta montaña
Route 19677067,0.45,10.0,102.0,1225.0,1126.0,82.39,3.27,0.03,0.03,0.03,140.27,4.6,0.0,difícil
Route 19677068,0.26,7.0,47.0,1280.0,1233.0,86.91,2.81,0.04,0.04,0.04,175.75,4.05,0.0,difícil
Route 19677069,0.1,0.0,17.0,1235.0,1218.0,38.72,11.96,0.25,0.0,0.0,299.02,18.71,0.0,difícil
Route 19677070,0.92,192.0,92.0,1218.0,1080.0,71.63,11.13,0.18,0.14,0.11,16.28,15.64,0.0,alta montaña
Route 19677072,2.22,379.0,168.0,2059.0,1830.0,77.81,8.28,0.13,0.1,0.1,233.37,11.64,0.0,alta montaña
Route 19677073,0.42,96.0,96.0,2115.0,2059.0,79.46,11.96,0.18,0.18,0.14,181.55,15.88,0.0,alta montaña
Route 19677074,0.36,11.0,45.0,2075.0,2032.0,44.56,5.82,0.15,0.04,0.0,120.7,7.88,0.0,moderado
Route 19677075,0.08,0.0,40.0,2115.0,2075.0,70.77,6.43,0.09,0.09,0.09,134.13,9.09,0.0,difícil
Route 19677076,1.28,340.0,91.0,2364.0,2100.0,87.31,8.91,0.12,0.12,0.12,298.5,12.64,0.0,alta montaña
Route 19677077,0.96,199.0,136.0,2427.0,2307.0,80.54,6.6,0.1,0.09,0.09,227.12,7.51,0.0,alta montaña
Route 19677078,7.57,1520.0,1092.0,2368.0,1601.0,87.66,5.21,0.07,0.07,0.07,128.35,7.31,0.0,alta montaña
Route 19677148,0.3,32.0,32.0,2198.0,2166.0,72.21,5.56,0.08,0.08,0.08,153.04,7.66,0.0,difícil
Route 19677149,3.51,705.0,652.0,2166.0,1667.0,87.9,5.98,0.09,0.09,0.09,202.24,7.98,0.0,alta montaña
Route 19677150,0.44,121.0,166.0,1714.0,1622.0,73.84,19.42,0.33,0.33,0.29,240.29,28.55,0.0,alpinismo ligero
Route 19677151,0.97,49.0,247.0,1820.0,1622.0,83.71,7.49,0.1,0.07,0.07,103.03,9.75,0.0,difícil
Route 19677152,0.22,5.0,5.0,1627.0,1622.0,7.86,1.31,0.0,0.0,0.0,233.46,2.01,0.0,sendero fácil
Route 19677155,2.92,580.0,472.0,2526.0,2248.0,82.58,12.39,0.18,0.15,0.14,256.24,17.5,0.0,alpinismo ligero
Route 19677156,0.12,0.0,5.0,2392.0,2387.0,16.18,2.02,0.0,0.0,0.0,73.33,2.89,0.0,sendero fácil
Route 19677157,0.05,0.0,1.0,2402.0,2401.0,1.8,0.6,0.0,0.0,0.0,346.68,0.21,0.0,sendero fácil
Route 19677158,0.68,73.0,163.0,2491.0,2372.0,68.59,8.33,0.14,0.12,0.12,201.81,11.84,0.0,difícil
Route 19677159,2.26,668.0,325.0,2402.0,2059.0,87.08,9.08,0.14,0.12,0.12,10.17,12.97,0.01,alta montaña
Route 19677728,1.0,184.0,360.0,1830.0,1619.0,82.25,13.27,0.2,0.19,0.19,130.24,17.96,0.0,alpinismo ligero
Route 19677729,3.09,519.0,599.0,1953.0,1818.0,82.24,10.89,0.16,0.15,0.13,231.25,15.25,0.0,alpinismo ligero
Route 19677730,0.21,64.0,0.0,2331.0,2267.0,73.14,6.21,0.09,0.09,0.09,336.04,8.76,0.0,difícil
Route 19677731,2.17,586.0,191.0,2291.0,1872.0,84.22,6.09,0.09,0.08,0.07,9.0,8.09,0.0,difícil
Route 19677732,0.26,31.0,12.0,1884.0,1853.0,48.67,4.66,0.05,0.05,0.05,7.3,6.23,0.0,sendero fácil
Route 19677733,0.3,37.0,79.0,1913.0,1853.0,58.19,10.09,0.2,0.2,0.15,27.41,13.79,0.0,difícil
Route 19677734,2.35,236.0,287.0,2387.0,2293.0,84.26,7.03,0.09,0.08,0.08,51.22,9.3,0.0,alta montaña
Route 19677735,0.38,29.0,0.0,2360.0,2331.0,71.61,2.61,0.04,0.04,0.04,6.41,3.77,0.0,difícil
Route 19677736,2.81,423.0,280.0,2360.0,2148.0,82.2,6.26,0.1,0.09,0.08,74.88,9.28,0.0,alta montaña
Route 19677737,0.26,25.0,35.0,2167.0,2138.0,78.14,6.54,0.1,0.1,0.1,128.28,10.8,0.0,alta montaña
Route 19677738,1.54,37.0,333.0,1725.0,1423.0,87.14,5.43,0.08,0.07,0.07,44.04,7.38,0.0,difícil
Route 19677739,0.87,263.0,397.0,2154.0,1962.0,89.4,7.68,0.1,0.1,0.1,71.21,10.68,0.0,alta montaña
Route 19677800,0.8,204.0,483.0,2004.0,1725.0,88.07,5.45,0.07,0.07,0.07,72.1,7.87,0.0,difícil
Route 19685378,1.35,192.0,233.0,1467.0,1367.0,75.49,9.79,0.16,0.07,0.05,263.68,12.89,0.0,difícil
Route 19685379,0.28,13.0,29.0,1432.0,1403.0,69.82,7.32,0.09,0.09,0.09,126.62,7.79,0.0,difícil
Route 19685383,4.25,397.0,1081.0,2167.0,1464.0,87.4,7.44,0.11,0.1,0.09,42.18,10.48,0.0,alta montaña
Route 19685384,0.83,29.0,10.0,1464.0,1443.0,56.44,2.26,0.03,0.01,0.01,0.5,3.17,0.0,sendero fácil
Route 19685385,0.56,158.0,49.0,1720.0,1578.0,85.12,4.31,0.06,0.06,0.06,33.3,6.15,0.0,difícil
Route 19685386,0.47,170.0,37.0,1585.0,1445.0,81.95,7.97,0.11,0.11,0.11,76.74,10.53,0.0,alta montaña
Route 19685387,0.22,32.0,16.0,1457.0,1429.0,78.31,6.76,0.1,0.07,0.07,321.8,8.98,0.0,difícil
Route 19721185,5.26,634.0,173.0,1848.0,1367.0,87.53,2.74,0.03,0.03,0.03,41.04,3.88,0.0,difícil
Route 19721186,0.65,180.0,101.0,1485.0,1365.0,88.62,5.16,0.07,0.07,0.07,45.39,7.39,0.0,difícil
Route 19721187,0.4,144.0,34.0,1589.0,1463.0,88.64,3.86,0.05,0.05,0.05,347.24,4.63,0.0,difícil
Route 19721188,0.03,16.0,0.0,1589.0,1573.0,80.74,6.73,0.08,0.08,0.08,287.89,9.82,0.0,alta montaña
Route 19721189,1.65,292.0,312.0,1716.0,1564.0,87.61,3.32,0.04,0.04,0.04,225.35,4.64,0.0,difícil
Route 19721190,0.77,49.0,224.0,1384.0,1209.0,88.06,3.01,0.04,0.04,0.04,106.74,4.17,0.0,difícil
Route 19721191,1.21,435.0,285.0,1430.0,1232.0,82.29,15.7,0.26,0.25,0.23,32.47,20.98,0.0,alpinismo técnico
Route 19721192,2.06,67.0,85.0,1069.0,1043.0,52.53,3.9,0.04,0.02,0.01,229.25,5.34,0.0,sendero fácil
Route 19721193,1.28,113.0,73.0,1122.0,1061.0,80.28,6.83,0.11,0.08,0.06,8.06,8.86,0.0,difícil
Route 19721194,0.8,269.0,198.0,1259.0,1138.0,84.19,11.19,0.16,0.16,0.16,242.38,15.9,0.0,alpinismo ligero
Route 19721195,2.37,352.0,352.0,1279.0,1202.0,83.42,9.03,0.12,0.12,0.12,223.29,12.83,0.0,alta montaña
Route 19721196,0.07,34.0,31.0,1265.0,1231.0,78.56,17.14,0.22,0.22,0.22,24.55,27.57,0.0,alpinismo ligero
Route 19721197,0.48,131.0,180.0,1675.0,1570.0,85.65,6.82,0.09,0.09,0.09,227.54,8.79,0.0,alta montaña
Route 19721198,0.56,10.0,113.0,2401.0,2293.0,86.29,3.53,0.05,0.05,0.04,315.49,5.02,0.0,difícil
Route 19721199,0.47,84.0,40.0,2540.0,2483.0,85.0,3.16,0.04,0.04,0.04,333.14,4.5,0.0,difícil
Route 19721200,0.7,145.0,20.0,2147.0,2008.0,87.97,2.54,0.04,0.03,0.03,30.07,3.63,0.0,difícil
Route 19721201,2.28,536.0,395.0,2021.0,1872.0,83.77,8.88,0.13,0.12,0.11,33.23,12.67,0.0,alta montaña
Route 19721202,0.95,187.0,89.0,2492.0,2358.0,83.64,4.5,0.06,0.06,0.06,350.03,6.24,0.0,difícil
Route 19754047,1.02,103.0,110.0,1067.0,1027.0,68.01,8.29,0.15,0.11,0.1,224.83,11.52,0.0,difícil
Route 19754048,0.2,59.0,90.0,1088.0,1029.0,68.93,14.41,0.2,0.2,0.2,250.92,20.88,0.0,alta montaña
Route 19757166,0.2,13.0,1.0,1196.0,1184.0,41.64,4.02,0.09,0.09,0.0,207.4,3.26,0.0,sendero fácil
Route 19757167,2.57,234.0,253.0,1215.0,1151.0,81.58,8.75,0.13,0.13,0.12,224.43,12.35,0.0,alta montaña
Route 19757168,0.23,43.0,60.0,1187.0,1144.0,85.64,6.54,0.09,0.09,0.09,25.77,11.49,0.0,alta montaña
Route 19757169,0.01,0.0,0.0,1174.0,1174.0,0.0,0.0,0.0,0.0,0.0,51.76,0.0,0.0,sendero fácil
Route 19757170,0.43,145.0,100.0,1179.0,1116.0,83.76,14.21,0.2,0.2,0.17,43.02,17.5,0.0,alpinismo ligero
Route 19757171,0.01,0.0,0.0,1129.0,1129.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,0.0,sendero fácil
Route 19757172,0.22,76.0,67.0,1205.0,1129.0,83.5,10.52,0.14,0.14,0.14,256.7,12.03,0.0,alta montaña
Route 19757173,0.15,45.0,37.0,1355.0,1310.0,84.62,5.51,0.07,0.07,0.07,199.95,8.37,0.0,difícil
Route 19757174,0.33,73.0,52.0,1342.0,1289.0,86.01,4.6,0.07,0.05,0.05,207.25,6.46,0.0,difícil
Route 19757175,0.02,0.0,0.0,1289.0,1289.0,0.0,0.0,0.0,0.0,0.0,203.81,0.0,0.0,sendero fácil
Route 19757176,0.17,79.0,69.0,1322.0,1253.0,84.15,13.44,0.18,0.18,0.18,246.59,18.14,0.0,alpinismo ligero
Route 19757177,0.46,103.0,71.0,1330.0,1233.0,84.07,4.98,0.06,0.06,0.06,207.65,7.08,0.0,difícil
Route 19757178,0.12,25.0,34.0,1256.0,1222.0,71.55,10.59,0.15,0.15,0.15,229.43,11.36,0.0,alta montaña
Route 19757179,1.73,538.0,199.0,1584.0,1231.0,86.19,7.21,0.1,0.09,0.09,292.66,9.98,0.0,alta montaña
Route 19757180,0.99,195.0,195.0,1354.0,1267.0,87.6,6.11,0.07,0.07,0.07,227.82,7.19,0.0,difícil
Route 19757181,0.14,55.0,44.0,1322.0,1267.0,83.16,7.51,0.1,0.1,0.1,232.46,11.51,0.0,alta montaña
