filename,distance_km,elevation_gain,elevation_loss,max_elevation,min_elevation,max_slope,mean_slope,pct_over_30,pct_over_40,pct_over_45,mean_aspect,rugosity_mean,exposed_pct,difficulty
TC249 IsÃ²vol riu Segre All,12.18,213.0,260.0,1093.0,1031.0,59.71,2.45,0.02,0.01,0.01,229.28,3.31,0.0,sendero fácil
TC256 ArdÃ²vol Sant QuintÃ­ La Bastida Coborriu,11.59,1230.0,1246.0,1742.0,1311.0,76.42,8.58,0.13,0.09,0.06,177.63,11.6,0.0,difícil
TC257 Talltendre la Bastifa Font del Ferro,13.58,1190.0,1190.0,2236.0,1575.0,82.54,6.33,0.09,0.07,0.06,269.39,8.59,0.0,alta montaña
TC259 Martinet Travesseres,11.27,797.0,795.0,1205.0,965.0,80.4,6.11,0.09,0.07,0.06,329.47,8.55,0.0,difícil
TC261 Aransa Mirador del Pla de la Llet,19.11,1767.0,1195.0,2133.0,1471.0,76.49,6.23,0.09,0.06,0.05,263.18,8.63,0.0,difícil
TC261 Voltants de Lles de Cerdanya,6.17,468.0,468.0,1651.0,1470.0,74.46,6.92,0.11,0.08,0.06,45.66,9.56,0.0,difícil
TC269 Prats UrÃºs,10.58,398.0,398.0,1304.0,1102.0,68.44,4.09,0.04,0.02,0.01,268.71,5.55,0.0,moderado
TC273 Dolmen d'en JosepÃ³ Olopte,13.21,1469.0,1125.0,1426.0,1029.0,80.83,8.21,0.13,0.08,0.07,300.43,11.58,0.0,alta montaña
TC277 CortÃ s OrdÃ¨n,9.06,873.0,873.0,1581.0,1294.0,83.34,7.81,0.11,0.09,0.07,284.89,10.78,0.0,difícil
TC278 Baltarga Riu de Santa Maria,7.69,328.0,328.0,1153.0,1021.0,85.22,3.69,0.04,0.04,0.03,269.28,5.08,0.0,difícil
TC286 MÃºsser Roc de l'Ã€liga Sant Joan de Sobeig Roca del Corb,8.18,657.0,794.0,1397.0,1165.0,79.85,6.88,0.1,0.08,0.08,262.52,9.57,0.0,difícil
Territori Cerdanya 360,217.7,15668.0,15179.0,2264.0,963.0,85.08,6.95,0.09,0.07,0.06,343.98,9.42,0.0,alta montaña
Tour de la Cerdagne,2.14,29.0,25.0,1157.0,1138.0,25.81,2.21,0.0,0.0,0.0,177.72,3.2,0.0,sendero fácil
Tour de l'Aneto,124.99,14446.0,14409.0,2465.0,975.0,88.61,7.06,0.1,0.08,0.07,310.08,9.69,0.0,alta montaña
Tour des Hameaux,10.86,525.0,536.0,684.0,492.0,58.81,4.77,0.05,0.03,0.02,327.61,6.49,0.0,sendero fácil
Tour des Montagnes d'Ax,85.52,9326.0,7598.0,2513.0,663.0,88.9,6.99,0.1,0.08,0.06,189.85,9.54,0.0,alta montaña
Tour du Bois des BruyÃ¨res,11.96,424.0,445.0,425.0,252.0,54.6,5.08,0.06,0.03,0.01,335.51,7.27,0.0,moderado
Tour du Capcir,63.01,4528.0,4528.0,2333.0,1416.0,80.62,6.36,0.09,0.06,0.04,352.36,8.78,0.0,alta montaña
Tour du Carlit,50.48,4887.0,4887.0,2442.0,1406.0,86.42,6.87,0.1,0.07,0.06,330.5,9.5,0.0,alta montaña
Tour du Lac de Montbel,15.3,580.0,580.0,433.0,390.0,46.59,4.23,0.03,0.01,0.0,156.75,5.83,0.0,sendero fácil
"Tour du Lauragais, variante Saint-Amans",23.44,741.0,833.0,368.0,260.0,72.63,4.16,0.03,0.01,0.01,345.42,5.54,0.0,moderado
Tour du Lauragais,151.46,3550.0,3503.0,400.0,129.0,73.13,3.2,0.02,0.01,0.01,154.53,4.27,0.0,difícil
Tour du moulin,8.18,1261.0,1261.0,1069.0,727.0,85.39,10.91,0.17,0.14,0.13,126.73,15.24,0.0,alpinismo ligero
Tour du Pays d'Olmes,67.92,5279.0,5279.0,1114.0,430.0,84.98,7.0,0.09,0.05,0.04,106.73,9.58,0.0,alta montaña
Tour du Pic des Trois Seigneurs,46.96,4196.0,4837.0,2055.0,826.0,88.44,7.79,0.12,0.09,0.08,156.43,10.75,0.0,alpinismo ligero
Tour du Roc de l'Orri d'Ignaux,19.49,1826.0,1818.0,1669.0,719.0,85.14,6.58,0.09,0.06,0.05,49.58,9.03,0.0,difícil
TransfrontaliÃ¨re 65,16.5,2227.0,584.0,2392.0,749.0,85.51,4.99,0.07,0.06,0.05,173.03,6.87,0.0,alta montaña
Transfronterizo,26.85,1354.0,2393.0,2458.0,1365.0,87.22,7.29,0.11,0.08,0.07,274.57,10.06,0.0,alta montaña
Travessa dels 3 refugis,59.95,8329.0,7622.0,2719.0,1149.0,88.72,7.11,0.1,0.08,0.08,117.79,9.84,0.0,alpinismo ligero
Tres Barrancos,3.3,809.0,853.0,1466.0,1153.0,86.79,11.62,0.17,0.17,0.15,54.05,16.23,0.0,alpinismo ligero
Tres Cascadas,12.66,1069.0,807.0,1837.0,1526.0,84.11,7.22,0.11,0.09,0.07,306.34,9.97,0.0,difícil
Trescant per la Serra de Puig d'Estela,12.08,1216.0,1216.0,1304.0,949.0,83.3,7.58,0.11,0.09,0.08,95.06,10.37,0.0,alta montaña
Tuc de TujastÃ³,14.89,2210.0,1779.0,1997.0,722.0,83.7,10.04,0.16,0.11,0.09,242.01,13.39,0.0,alpinismo ligero
TurÃ³ Galliner,6.04,660.0,439.0,1602.0,1250.0,75.92,7.53,0.09,0.06,0.05,203.29,10.08,0.0,difícil
"Un chemin, une Ã©coleÂ® Cadirac Foix - 2024 ""La Montagne en Ville""",5.64,314.0,304.0,604.0,414.0,67.38,5.89,0.08,0.06,0.05,146.93,7.97,0.0,moderado
Une Chemin Une Ã‰cole,3.68,217.0,214.0,701.0,572.0,73.08,4.83,0.06,0.05,0.04,78.41,6.65,0.0,moderado
Urus Penyes Altes del MoixerÃ³,20.91,2829.0,1870.0,2229.0,1268.0,81.65,10.03,0.14,0.1,0.08,194.13,13.68,0.0,alpinismo ligero
Vall de BarravÃ©s,8.69,345.0,365.0,1092.0,965.0,72.97,4.61,0.05,0.04,0.04,356.56,6.39,0.0,moderado
Vallgofona de RipollÃ¨s-Vallfogona de RipollÃ¨s,29.07,2611.0,2611.0,1535.0,792.0,82.98,6.6,0.09,0.07,0.07,276.93,9.06,0.0,alta montaña
Vallter-NÃºria,24.46,2164.0,2299.0,2800.0,1972.0,87.17,6.92,0.1,0.08,0.07,106.64,9.64,0.0,alta montaña
VallÃ©e de l'Hers,19.89,632.0,590.0,678.0,455.0,74.66,4.76,0.06,0.04,0.03,44.13,6.3,0.0,moderado
Variant: Bellver de Cerdanya - Cal Jan de la Llosa,18.82,1813.0,1207.0,1742.0,1025.0,75.74,7.8,0.1,0.05,0.04,320.89,10.39,0.0,difícil
Variant Coma de Vaca,14.07,1945.0,2456.0,2433.0,1970.0,86.57,8.13,0.12,0.1,0.1,272.29,11.18,0.0,alpinismo ligero
Variant el Pont de Suert,61.45,8971.0,8523.0,2685.0,870.0,88.45,5.29,0.07,0.07,0.06,62.43,7.43,0.0,alta montaña
Variant Estanys de la Pera,30.13,2846.0,2423.0,2574.0,1468.0,83.94,6.7,0.1,0.07,0.06,116.85,9.24,0.0,alta montaña
Variant: Font de la Bruixa - MolÃ­ de Feners,12.39,1221.0,1671.0,1650.0,1103.0,84.65,6.3,0.09,0.08,0.07,305.81,8.75,0.0,difícil
Variant Fontalba,11.76,1209.0,1462.0,2200.0,1817.0,86.57,9.7,0.15,0.12,0.1,330.16,13.65,0.0,alpinismo ligero
Variant MollÃ³,22.73,2490.0,1635.0,2484.0,1190.0,82.36,7.69,0.1,0.07,0.06,298.14,10.47,0.0,alta montaña
Variant Port de Caldes,7.37,1062.0,923.0,2589.0,2001.0,82.56,9.61,0.17,0.1,0.09,102.94,13.13,0.0,alpinismo ligero
Variant Refugi del Pla de la Font,9.97,1523.0,1215.0,2120.0,1318.0,81.56,9.75,0.15,0.11,0.09,252.83,13.44,0.0,alpinismo ligero
Variante 19.1,16.13,1581.0,2348.0,2588.0,1252.0,87.88,8.04,0.12,0.09,0.08,115.82,11.21,0.0,alpinismo ligero
Variante 20.1,21.93,1495.0,1614.0,1862.0,1250.0,84.86,6.5,0.08,0.06,0.05,39.52,9.05,0.0,difícil
Variante 20.2,13.23,1306.0,2354.0,2717.0,1272.0,82.89,9.55,0.16,0.12,0.11,87.58,13.32,0.0,alpinismo ligero
Variante 21.1,6.52,1801.0,440.0,3279.0,1916.0,80.55,9.92,0.16,0.13,0.11,178.85,13.73,0.0,alpinismo ligero
Variante 21.2,28.94,3268.0,2878.0,2726.0,1250.0,85.75,8.77,0.12,0.08,0.06,85.04,11.58,0.0,alpinismo ligero
Variante Circuito de los tres Refugios,21.43,2920.0,3097.0,2862.0,1712.0,86.29,8.68,0.14,0.11,0.1,264.25,12.06,0.0,alpinismo ligero
Variante Plan de Senarta - Refugio cap de Llauset,25.23,3218.0,2187.0,2819.0,1365.0,81.17,8.04,0.13,0.09,0.07,120.43,10.93,0.0,alpinismo ligero
Vertical Arp,6.76,1373.0,450.0,1908.0,949.0,79.3,9.63,0.15,0.12,0.11,125.78,13.45,0.0,alta montaña
Vertical de Sant Quiri,4.68,182.0,987.0,1463.0,643.0,86.95,4.19,0.06,0.05,0.05,111.71,5.87,0.0,difícil
Vertical Narieda,3.47,747.0,164.0,1171.0,581.0,85.16,5.11,0.07,0.07,0.06,160.95,7.07,0.0,difícil
Vertical Santa Fe,3.97,851.0,233.0,1185.0,567.0,84.05,7.27,0.12,0.1,0.09,254.29,9.94,0.0,alta montaña
Via Aran - Pirineus,19.2,892.0,1491.0,1573.0,966.0,83.23,5.33,0.06,0.05,0.04,196.19,7.42,0.0,difícil
Via Calda,85.09,6560.0,6761.0,2589.0,638.0,85.12,5.7,0.08,0.06,0.05,9.63,7.9,0.0,alta montaña
Via ferrata Canal de la Mora,0.34,44.0,160.0,1820.0,1660.0,77.84,11.98,0.18,0.18,0.18,128.61,19.99,0.0,alpinismo ligero
Via Garona,172.31,4510.0,4154.0,509.0,139.0,85.43,2.92,0.02,0.01,0.01,229.51,3.93,0.0,difícil
Vias Ferratas de Huesca,652.6,2690.0,2603.0,1563.0,457.0,85.78,8.55,0.13,0.12,0.11,328.75,12.01,0.0,alpinismo ligero
"Vilaller, ruta gormanda",4.97,423.0,440.0,1154.0,965.0,77.31,7.47,0.1,0.06,0.05,58.56,10.31,0.0,difícil
"Voie du PiÃ©mont, Saint-Bertrand-de-Comminges - BagnÃ¨res-de-Bigorre",3.96,237.0,215.0,579.0,480.0,56.65,6.52,0.07,0.06,0.03,252.23,8.57,0.0,moderado
Volta a CabÃ³ per la Borda,3.78,145.0,145.0,826.0,714.0,44.06,3.7,0.01,0.01,0.0,80.33,4.78,0.0,sendero fácil
Volta a la Serra del Morral,5.67,387.0,290.0,1035.0,786.0,69.86,4.91,0.08,0.06,0.05,95.83,6.88,0.0,moderado
Volta al CadÃ­-MoixerÃ³,150.81,13451.0,13451.0,2110.0,668.0,85.11,7.89,0.11,0.08,0.06,79.83,10.66,0.0,alta montaña
Volta al Pedraforca,15.62,2365.0,2362.0,2366.0,1425.0,84.57,9.39,0.14,0.11,0.1,113.39,12.72,0.0,alpinismo ligero
Volta al Segre,12.76,128.0,111.0,722.0,675.0,44.14,2.04,0.01,0.01,0.0,76.6,2.67,0.0,sendero fácil
Volta pels boscos de Sant Joan de l'Erm,10.56,741.0,804.0,1952.0,1509.0,79.29,7.11,0.08,0.06,0.05,28.39,9.67,0.0,difícil
Ã€ travers Champs et Vignes,17.19,392.0,392.0,285.0,217.0,63.37,2.4,0.01,0.01,0.01,243.7,3.23,0.0,moderado
Ã€rea d'esbarjo de Boet al Port de Boet,3.6,67.0,715.0,2529.0,1864.0,64.85,9.31,0.09,0.04,0.03,274.48,11.49,0.0,difícil
Ã‰tang d'Artax,4.43,1035.0,223.0,1730.0,904.0,86.12,7.36,0.11,0.08,0.08,228.54,10.04,0.0,alta montaña
Ã‰tang du Laurenti,5.09,645.0,316.0,2010.0,1638.0,82.67,9.45,0.14,0.12,0.1,210.81,12.46,0.0,alta montaña
Ã‰tangs de Fontargente,7.79,944.0,944.0,2167.0,1697.0,83.96,6.91,0.1,0.07,0.06,15.73,9.54,0.0,difícil
Ã‰tangs Long et Rond,15.93,2620.0,2565.0,2438.0,937.0,86.43,7.56,0.11,0.09,0.09,102.47,10.47,0.0,alpinismo ligero
Ã‰tape 21,15.16,1285.0,1868.0,2975.0,1742.0,85.51,6.69,0.09,0.07,0.06,103.55,9.0,0.0,alta montaña
Ã‰tape 22,14.51,1551.0,1850.0,2949.0,1607.0,87.15,7.29,0.1,0.07,0.06,119.63,9.7,0.0,alta montaña
